Column_Data_00
    step      time[sec]       Fx[04]        Fy[04]        Fz[04]
     786   1.310000e+02   1.5044e-04    1.2721e-08    0.0000e+00
     787   1.311667e+02   1.5141e-04    9.7934e-09    0.0000e+00
     788   1.313333e+02   1.5293e-04    5.9164e-09    0.0000e+00
     789   1.315000e+02   1.5495e-04    5.5328e-09    0.0000e+00
     790   1.316667e+02   1.5734e-04    5.0279e-09    0.0000e+00
     791   1.318333e+02   1.6001e-04    6.4414e-09    0.0000e+00
     792   1.320000e+02   1.6288e-04    6.1789e-09    0.0000e+00
     793   1.321667e+02   1.6594e-04    5.3510e-09    0.0000e+00
     794   1.323333e+02   1.6915e-04    4.9472e-09    0.0000e+00
     795   1.325000e+02   1.7252e-04    5.9770e-09    0.0000e+00
     796   1.326667e+02   1.7605e-04    5.7145e-09    0.0000e+00
     797   1.328333e+02   1.7977e-04    5.2097e-09    0.0000e+00
     798   1.330000e+02   1.8371e-04    6.0578e-09    0.0000e+00
     799   1.331667e+02   1.8786e-04    5.8760e-09    0.0000e+00
     800   1.333333e+02   1.9221e-04    6.5626e-09    0.0000e+00
     801   1.335000e+02   1.9672e-04    7.1078e-09    0.0000e+00
     802   1.336667e+02   2.0133e-04    5.8154e-09    0.0000e+00
     803   1.338333e+02   2.0596e-04    5.7953e-09    0.0000e+00
     804   1.340000e+02   2.1058e-04    5.7145e-09    0.0000e+00
     805   1.341667e+02   2.1515e-04    5.8457e-09    0.0000e+00
     806   1.343333e+02   2.1967e-04    5.5025e-09    0.0000e+00
     807   1.345000e+02   2.2414e-04    5.8760e-09    0.0000e+00
     808   1.346667e+02   2.2858e-04    6.2496e-09    0.0000e+00
     809   1.348333e+02   2.3301e-04    6.1587e-09    0.0000e+00
     810   1.350000e+02   2.3747e-04    5.8356e-09    0.0000e+00
     811   1.351667e+02   2.4196e-04    5.7145e-09    0.0000e+00
     812   1.353333e+02   2.4651e-04    5.5782e-09    0.0000e+00
     813   1.355000e+02   2.5113e-04    6.0186e-09    0.0000e+00
     814   1.356667e+02   2.5581e-04    6.3417e-09    0.0000e+00
     815   1.358333e+02   2.6055e-04    5.8760e-09    0.0000e+00
     816   1.360000e+02   2.6535e-04    5.9265e-09    0.0000e+00
     817   1.361667e+02   2.7017e-04    5.9997e-09    0.0000e+00
     818   1.363333e+02   2.7502e-04    6.6181e-09    0.0000e+00
     819   1.365000e+02   2.7990e-04    6.4465e-09    0.0000e+00
     820   1.366667e+02   2.8478e-04    6.9866e-09    0.0000e+00
     821   1.368333e+02   2.8967e-04    6.5828e-09    0.0000e+00
     822   1.370000e+02   2.9456e-04    6.6938e-09    0.0000e+00
     823   1.371667e+02   2.9944e-04    6.9260e-09    0.0000e+00
     824   1.373333e+02   3.0430e-04    6.9159e-09    0.0000e+00
     825   1.375000e+02   3.0914e-04    7.5217e-09    0.0000e+00
     826   1.376667e+02   3.1392e-04    7.5318e-09    0.0000e+00
     827   1.378333e+02   3.1868e-04    6.5020e-09    0.0000e+00
     828   1.380000e+02   3.2337e-04    6.6433e-09    0.0000e+00
     829   1.381667e+02   3.2802e-04    6.6030e-09    0.0000e+00
     830   1.383333e+02   3.3264e-04    8.2587e-09    0.0000e+00
     831   1.385000e+02   3.3724e-04    7.7539e-09    0.0000e+00
     832   1.386667e+02   3.4182e-04    6.5424e-09    0.0000e+00
     833   1.388333e+02   3.4637e-04    6.9058e-09    0.0000e+00
     834   1.390000e+02   3.5086e-04    7.1280e-09    0.0000e+00
     835   1.391667e+02   3.5534e-04    7.7135e-09    0.0000e+00
     836   1.393333e+02   3.5979e-04    7.7741e-09    0.0000e+00
     837   1.395000e+02   3.6419e-04    8.7030e-09    0.0000e+00
     838   1.396667e+02   3.6853e-04    1.0217e-08    0.0000e+00
     839   1.398333e+02   3.7281e-04    8.7837e-09    0.0000e+00
     840   1.400000e+02   3.7700e-04    7.0674e-09    0.0000e+00
     841   1.401667e+02   3.8111e-04    7.9155e-09    0.0000e+00
     842   1.403333e+02   3.8510e-04    9.5713e-09    0.0000e+00
     843   1.405000e+02   3.8899e-04    9.6116e-09    0.0000e+00
     844   1.406667e+02   3.9273e-04    1.0339e-08    0.0000e+00
     845   1.408333e+02   3.9631e-04    7.7539e-09    0.0000e+00
     846   1.410000e+02   3.9974e-04    8.6828e-09    0.0000e+00
     847   1.411667e+02   4.0301e-04    8.4001e-09    0.0000e+00
     848   1.413333e+02   4.0610e-04    6.0578e-09    0.0000e+00
     849   1.415000e+02   4.0901e-04    7.1482e-09    0.0000e+00
     850   1.416667e+02   4.1176e-04    7.9962e-09    0.0000e+00
     851   1.418333e+02   4.1432e-04    7.5520e-09    0.0000e+00
     852   1.420000e+02   4.1670e-04    7.3501e-09    0.0000e+00
     853   1.421667e+02   4.1892e-04    6.8655e-09    0.0000e+00
     854   1.423333e+02   4.2093e-04    7.3097e-09    0.0000e+00
     855   1.425000e+02   4.2273e-04    8.2386e-09    0.0000e+00
     856   1.426667e+02   4.2306e-04    5.6943e-09    0.0000e+00
     857   1.428333e+02   4.2341e-04    4.8462e-09    0.0000e+00
     858   1.430000e+02   4.2382e-04    4.4424e-09    0.0000e+00
     859   1.431667e+02   4.2433e-04    4.2808e-09    0.0000e+00
     860   1.433333e+02   4.2501e-04    4.3616e-09    0.0000e+00
     861   1.435000e+02   4.2587e-04    5.0481e-09    0.0000e+00
     862   1.436667e+02   4.2824e-04    1.0742e-08    0.0000e+00
     863   1.438333e+02   4.3558e-04    1.5871e-08    0.0000e+00
     864   1.440000e+02   4.3417e-04    1.0742e-08    0.0000e+00
     865   1.441667e+02   4.3181e-04    7.8751e-09    0.0000e+00
     866   1.443333e+02   4.3007e-04    1.1914e-08    0.0000e+00
     867   1.445000e+02   4.2882e-04    1.0742e-08    0.0000e+00
     868   1.446667e+02   4.2785e-04    9.1270e-09    0.0000e+00
     869   1.448333e+02   4.2692e-04    8.9655e-09    0.0000e+00
     870   1.450000e+02   4.2590e-04    9.5309e-09    0.0000e+00
     871   1.451667e+02   4.2477e-04    1.1469e-08    0.0000e+00
     872   1.453333e+02   4.2346e-04    1.1187e-08    0.0000e+00
     873   1.455000e+02   4.2199e-04    1.3206e-08    0.0000e+00
     874   1.456667e+02   4.2035e-04    1.2560e-08    0.0000e+00
     875   1.458333e+02   4.1851e-04    8.8039e-09    0.0000e+00
     876   1.460000e+02   4.1644e-04    8.4001e-09    0.0000e+00
     877   1.461667e+02   4.1413e-04    9.1270e-09    0.0000e+00
     878   1.463333e+02   4.1160e-04    1.1328e-08    0.0000e+00
     879   1.465000e+02   4.0891e-04    1.2156e-08    0.0000e+00
     880   1.466667e+02   4.0612e-04    1.2641e-08    0.0000e+00
     881   1.468333e+02   4.0333e-04    1.1328e-08    0.0000e+00
     882   1.470000e+02   4.0051e-04    1.0904e-08    0.0000e+00
     883   1.471667e+02   3.9765e-04    8.7030e-09    0.0000e+00
